S08000015,S08000015,100777,1.0
S08000015,S08000016,10,1.0
S08000015,S08000017,678,1.0
S08000015,S08000019,221,1.0
S08000015,S08000020,243,1.0
S08000015,S08000022,282,1.0
S08000015,S08000024,574,1.0
S08000015,S08000025,8,1.0
S08000015,S08000026,12,1.0
S08000015,S08000028,14,1.0
S08000015,S08000029,86,1.0
S08000015,S08000030,83,1.0
S08000015,S08000031,22122,1.0
S08000015,S08000032,3144,1.0
S08000016,S08000015,14,1.0
S08000016,S08000016,31403,1.0
S08000016,S08000017,91,1.0
S08000016,S08000019,90,1.0
S08000016,S08000020,51,1.0
S08000016,S08000022,30,1.0
S08000016,S08000024,6185,1.0
S08000016,S08000025,2,1.0
S08000016,S08000026,2,1.0
S08000016,S08000028,3,1.0
S08000016,S08000029,77,1.0
S08000016,S08000030,27,1.0
S08000016,S08000031,145,1.0
S08000016,S08000032,210,1.0
S08000017,S08000015,473,1.0
S08000017,S08000016,101,1.0
S08000017,S08000017,46767,1.0
S08000017,S08000019,34,1.0
S08000017,S08000020,65,1.0
S08000017,S08000022,43,1.0
S08000017,S08000024,227,1.0
S08000017,S08000025,2,1.0
S08000017,S08000026,4,1.0
S08000017,S08000028,7,1.0
S08000017,S08000029,27,1.0
S08000017,S08000030,19,1.0
S08000017,S08000031,308,1.0
S08000017,S08000032,231,1.0
S08000019,S08000015,99,1.0
S08000019,S08000016,28,1.0
S08000019,S08000017,20,1.0
S08000019,S08000019,82314,1.0
S08000019,S08000020,310,1.0
S08000019,S08000022,302,1.0
S08000019,S08000024,12874,1.0
S08000019,S08000025,8,1.0
S08000019,S08000026,21,1.0
S08000019,S08000028,2,1.0
S08000019,S08000029,2380,1.0
S08000019,S08000030,1656,1.0
S08000019,S08000031,8151,1.0
S08000019,S08000032,4566,1.0
S08000020,S08000015,23,1.0
S08000020,S08000016,5,1.0
S08000020,S08000017,16,1.0
S08000020,S08000019,66,1.0
S08000020,S08000020,229507,1.0
S08000020,S08000022,1655,1.0
S08000020,S08000024,245,1.0
S08000020,S08000025,17,1.0
S08000020,S08000026,147,1.0
S08000020,S08000028,13,1.0
S08000020,S08000029,86,1.0
S08000020,S08000030,1223,1.0
S08000020,S08000031,185,1.0
S08000020,S08000032,35,1.0
S08000022,S08000015,84,1.0
S08000022,S08000016,10,1.0
S08000022,S08000017,25,1.0
S08000022,S08000019,171,1.0
S08000022,S08000020,1854,1.0
S08000022,S08000022,104584,1.0
S08000022,S08000024,318,1.0
S08000022,S08000025,70,1.0
S08000022,S08000026,39,1.0
S08000022,S08000028,69,1.0
S08000022,S08000029,73,1.0
S08000022,S08000030,142,1.0
S08000022,S08000031,4377,1.0
S08000022,S08000032,167,1.0
S08000024,S08000015,137,1.0
S08000024,S08000016,1241,1.0
S08000024,S08000017,59,1.0
S08000024,S08000019,4813,1.0
S08000024,S08000020,556,1.0
S08000024,S08000022,218,1.0
S08000024,S08000024,309787,1.0
S08000024,S08000025,10,1.0
S08000024,S08000026,13,1.0
S08000024,S08000028,5,1.0
S08000024,S08000029,4253,1.0
S08000024,S08000030,927,1.0
S08000024,S08000031,4771,1.0
S08000024,S08000032,3570,1.0
S08000025,S08000020,87,1.0
S08000025,S08000022,55,1.0
S08000025,S08000024,14,1.0
S08000025,S08000025,7556,1.0
S08000025,S08000026,14,1.0
S08000025,S08000028,2,1.0
S08000025,S08000029,2,1.0
S08000025,S08000030,6,1.0
S08000025,S08000031,7,1.0
S08000026,S08000015,1,1.0
S08000026,S08000016,1,1.0
S08000026,S08000019,1,1.0
S08000026,S08000020,110,1.0
S08000026,S08000022,4,1.0
S08000026,S08000024,12,1.0
S08000026,S08000025,6,1.0
S08000026,S08000026,9847,1.0
S08000026,S08000029,2,1.0
S08000026,S08000030,5,1.0
S08000026,S08000031,4,1.0
S08000028,S08000015,2,1.0
S08000028,S08000017,1,1.0
S08000028,S08000019,5,1.0
S08000028,S08000020,116,1.0
S08000028,S08000022,121,1.0
S08000028,S08000024,18,1.0
S08000028,S08000025,7,1.0
S08000028,S08000026,8,1.0
S08000028,S08000028,8904,1.0
S08000028,S08000029,5,1.0
S08000028,S08000030,4,1.0
S08000028,S08000031,74,1.0
S08000028,S08000032,3,1.0
S08000029,S08000015,48,1.0
S08000029,S08000016,33,1.0
S08000029,S08000017,25,1.0
S08000029,S08000019,2672,1.0
S08000029,S08000020,737,1.0
S08000029,S08000022,288,1.0
S08000029,S08000024,16825,1.0
S08000029,S08000025,3,1.0
S08000029,S08000026,24,1.0
S08000029,S08000028,10,1.0
S08000029,S08000029,102139,1.0
S08000029,S08000030,8615,1.0
S08000029,S08000031,963,1.0
S08000029,S08000032,604,1.0
S08000030,S08000015,29,1.0
S08000030,S08000016,18,1.0
S08000030,S08000017,17,1.0
S08000030,S08000019,1713,1.0
S08000030,S08000020,4367,1.0
S08000030,S08000022,216,1.0
S08000030,S08000024,2306,1.0
S08000030,S08000025,5,1.0
S08000030,S08000026,14,1.0
S08000030,S08000028,4,1.0
S08000030,S08000029,4046,1.0
S08000030,S08000030,134277,1.0
S08000030,S08000031,793,1.0
S08000030,S08000032,338,1.0
S08000031,S08000015,5369,1.0
S08000031,S08000016,30,1.0
S08000031,S08000017,184,1.0
S08000031,S08000019,3914,1.0
S08000031,S08000020,628,1.0
S08000031,S08000022,4452,1.0
S08000031,S08000024,5638,1.0
S08000031,S08000025,10,1.0
S08000031,S08000026,47,1.0
S08000031,S08000028,19,1.0
S08000031,S08000029,622,1.0
S08000031,S08000030,483,1.0
S08000031,S08000031,362060,1.0
S08000031,S08000032,25680,1.0
S08000032,S08000015,1469,1.0
S08000032,S08000016,231,1.0
S08000032,S08000017,263,1.0
S08000032,S08000019,4919,1.0
S08000032,S08000020,442,1.0
S08000032,S08000022,339,1.0
S08000032,S08000024,11020,1.0
S08000032,S08000025,12,1.0
S08000032,S08000026,27,1.0
S08000032,S08000028,12,1.0
S08000032,S08000029,605,1.0
S08000032,S08000030,260,1.0
S08000032,S08000031,69109,1.0
S08000032,S08000032,156931,1.0
